Data da opinião,Nota,Título,Conteúdo
nov. de 2021,5,Impecável,"Um dos melhores hotéis que já fui dentro e fora do país. Atendimento de excelência! Quarto limpo, tudo cheiroso. Roupa de cama e toalhas novas. Cama deliciosa!! Janela com blackout deixando tudo escurinho. Acústica maravilhosa pois não escutava nenhum barulho apesar do hotel estar lotado! Café da manhã e da tarde com enorme variedade. Todos os funcionários muito carinhosos e queridos. Sempre dispostos a ajudar em tudo. Estou encantada com tantos detalhes de amor que vcs depositam em pequenos gestos que se tornam enormes. Chega a emocionar o amor que recebemos aqui. Parabéns a toda equipe!"
nov. de 2021,5,Realizar sonho da esposa,"Tudo perfeito. O atendimento humanizado espetacular. Principalmente a atenção que nos deram, pois nosso filho é autista e precisa de certos cuidados, todos muito atenciosos. A indicação de passeios é restaurantes foram perfeitos. Gratidão a todos."
nov. de 2021,5,Maravilhoso,"Um excelente hotel, ótimo custo benefício, café da manhã maravilhoso, quarto com cama maravilhosa! Muito limpo, funcionários muito qualificados e educados ! Estrutura muito boa e muito aconchegante! Super indico"
nov. de 2021,5,Excelente estadia!,"Estadia maravilhosa.  Hotel confortável e equipe prestativa e educada. Café da manhã completo e saboroso. Quartos grandes e confortáveis, localização boa, próximo ao centro e lojas. Me hospedaria novamente se fosse para gramado. Adorei!"
nov. de 2021,5,EXCELENTE!,"Impecável… chegamos e fomos atendidos de uma forma acolhedora, todos os atendentes muito simpáticos e prestativos. Nossa estadia de 5 dias contou com um café da manhã muito bem servido, variado e de muita qualidade. O chá da tarde, oferecido de cortesia aos hóspedes, é um café maravilhoso que nos surpreendeu. Temos uma criança de 5 aninhos, ela ganhou desenhos para colorir na chegada e tem um espaça kids. Tudo muito limpo e organizado, tem um espaço para passar as roupas e as refeições do restaurante são excelentes. Mas destaco, mais uma vez, o atendimento impecável, já viajamos por muitos lugares e foi o melhor que já recebemos até hoje! Parabéns! Voltaremos!"
nov. de 2021,5,otimo atendimento e instalacoes e cafe da manha muito bom.,ótimo atendimento e instalações e café da manha muito bom. Também gostei bastante porque levei meu pet e ele teve toda a atenção. Para nos faltou somente ter uma piscina ou pequeno spa para dar uma relaxada enquanto se fica no hotel.
nov. de 2021,5,Hotel maravilhoso,Hotel maravilhoso! Recepção nota 10! Quartos muito confortáveis! Cama muito confortável! Café da manhã excelente! Tem estacionamento com manobrista da recepção! Dispõe de bicicletas para uso livre! Próximo ao centro de gramado! Nos receberam com espumante e na saída ganhamos um mimo de boa viagem! Parabéns! Recomendo!
nov. de 2021,5,Excelente hotel,"Atendimento impecável, muito novo. Quartos confortáveis, piso do banheiro aquecido! Doces e mimos nos quartos! Único ponto a melhorar é que as vezes demora pra trazerem seu carro. Mesmo assim não tira a beleza do hotel."
nov. de 2021,5,Excelente hotel!,"Foram incríveis os dias que passamos no Refúgio da Montanha com direito a espumante na chegada, mimos com café da tarde com direito a torre de salgados e doces e estacionamento grátis com manobrista. Roupões no quarto, roupas de cama de excelência. Funcionários super educados destaque para o Cristian e Daniel que nos atenderam muito bem. Único ponto negativo foi hóspedes sem máscara no Buffet, mas após a reclamação os funcionários chamaram atenção e organizaram com Alcool gel nas mesas e chamaram atenção das referidas pessoas mal educadas. Mas no mais foi perfeito e voltaria a me hospedar nesse lugar romântico, prazeroso e ótimo para descanso."
nov. de 2021,5,Excelente.,"Local excelente, próximo ao centro, Lago Negro e as principais atrações. Hospitalidade e limpeza impecáveis, serviço de café da manhã nota 10. Os funcionários muito educados e nos deixam com aquela sensação realmente de estarmos sendo servidos."
nov. de 2021,5,Espetacular!!!!,"Hotel esplêndido. Todo o pessoal é educado e atencioso. Café da manhã e chá da tarde, maravilhosos. Banho excelente.  Localização tranquila.  Considero tudo de excelente qualidade, mas, na minha opinião, o ponto alto do hotel fica por conta do pessoal: na recepção, no restaurante, as camareiras, enfim, senti-me em casa,"
nov. de 2021,5,Passeio a Gramado,"Um ótimo hotel, muito bem localizado, tudo muito limpo e agradável, o atendimento é impecável. Lugar perfeito para ficar ao visitar e conhecer a cidade. Café da manhã e da tarde é delicioso, o bairro também, muito calmo e tranquilo."
nov. de 2021,5,Excelente estadia,"Quartos super aconchegantes, café da manhã excelente, academia boa, recepção sensacional. Espumante a vontade, mimos no quarto e funcionários excelentes. Massagem top!!! Não poderia ter ficado em lugar melhor. Parabéns Jeferson, Maurício, Bahiano, edvania, o rapaz do bar que esqueci o nome, entre outros que esqueci o nome. Nunca vi um lugar que os funcionários falam bem do patrão e patroa. Vcs são show!!!"
nov. de 2021,5,Excelente,"Excepcional, foi uma experiência inesquecível, o carinho do hotel conosco fez muita diferença sem duvidas. Muitos mimos, fácil localização café da manhã ótimo, recepção atenciosa, funcionários simpáticos, limpeza perfeita."
nov. de 2021,5,Viagem em família,"Excelente estadia, recepção perfeita, todos cordiais desde o check-in ao check-out, café da manhã excepcional, tudo de primeira qualidade e sabor delicioso. Apartamentos muito confortáveis, bem limpos."
out. de 2021,5,Excelente hotel,"Hotel excelente, com um ótimo atendimento por parte de todos os funcionários. Muito atenciosos e prestativos. O café da manhã é excelente e o chá da tarde é imperdível. A recepção é o diferencial do hotel uma vez que estão sempre prontos a servir os hóspedes."
out. de 2021,5,"Amigos do “Viagens” em Gramado, Urubici e Cambará.","O serviço é impecável e as instalações são modernas e, extremamente confortáveis, se voltarmos à Gramado não vamos procurar iutros hotéis, ficaremos lá.  O café da manhã é ótimo e o restaurante tem pratos excelentes.  Parabéns a toda a equipe."
out. de 2021,5,Atendimento Impecável,"Experiência maravilhosa. Atendimento impecável. Café da manhã delicioso, tudo fresquinho. Servem um chá da tarde excelente!! Quarto limpo todos os dias. E a camareira deixa sempre um recadinho gentil, e a previsão do tempo para o dia seguinte. A equipe da recepção é gentil e cordial. Adoramos tudo nesse hotel. Decoração de muito bom gosto."
out. de 2021,5,A melhor experiência que eu poderia ter!,"Muito feliz com a minha escolha. O hotel, sem dúvidas, me ofereceu a melhor experiência que eu já tive até hoje, e olha que já conheci muitos hotéis…    A cordialidade, simpatia e gentileza dos funcionários é algo fora da curva. Ronaldo, Pedro, Edvania (massoterapeuta) e todos os outros ganharam um espaço em nosso coração. Eles estão 100% preparados para proporcionar a melhor estadia que os hóspedes poderiam ter.    Eu quero voltar para Gramado, e sem dúvidas, minha opção de estadia SEMPRE será no Refúgio da Montanha.    Quartos novos, limpos e cheirosos. Brindes e cortesias durante a estadia. Café da manhã e chá da tarde EXCEPCIONAIS. Bicicletas para passear pela cidade. Serviços de massagem maravilhosos. Arquitetura e decoração perfeitas.    Enfim, obrigada por tudo e até breve!  Julia Amaro e família."
out. de 2021,5,Hotel com excelente atendimento e estrutura,"Todos estão de parabéns pelo atendimento. Desde a recepção até o pessoal da limpeza. Hotel limpo, organizado, acolhedor e com uma excelente estrutura. Dou parabéns em especial para Cristian (Recepçao)e Gustavo (chefe de cafe da manhã e chá da tarde)que foram os que tive mais contato durante minha estadia. Falando em chá da tarde achei um diferencial delicioso. Como também o serviço que eles tem como opção para quem deseja de massagem. Vale a pena o preço. Profissional excelente."
out. de 2021,5,Incrível!!!!!!,"Estou encantada com o hotel, me senti como se estivesse em casa. Funcionários muito gentis e muito educados, minha vontade é de ter ficado mais, ja estou com saudades daquele aconchego e de tomar um café da manhã delicioso. O hotel oferece um delicioso chá da tarde para os hóspedes, ja fui em muitos hotéis, más o refúgio das montanhas com certeza foi o mais top, aah o cheiro desse hotel é demais de gostoso. Em fim minha nota é mil, foltarei em breve se Deus quiser ❤"
out. de 2021,5,Excepcional,"O hotel encanta em todos os quesitos: localização, acomodações, ambientes e sem dúvidas, o atendimento é o ponto mais alto, todos sempre muito atenciosos e educados!  Parabéns, recomendo e retornaremos!!"
out. de 2021,5,NOTA 10,"Atendimento e estrutura são de extremas qualidades, todos detalhes em todo ambiente surpreendendo de forma positiva, os funcionários são bastante organizados e bem educados .  café da manha bem completo acima da media !"
out. de 2021,5,Família,"Hotel com uma ótima estrutura, acomodações e com funcionários atenciosos e prestativos. O café da manhã foi perfeito. Além de gostoso, tinha muitas opções. Único ponto negativo são os canais da TV. Poucas opções é imagem de má qualidade."
out. de 2021,5,Momentos bem vividos,"Gramado nunca perde o encanto. O Refúgio da Montanha é mais um encanto no meio da encantada Gramado.  Parabéns, Refúgio da Montanha!  Parabéns, profissionais do Refúgio da Montanha, vocês são espetaculares."
out. de 2021,5,Tudo perfeito,"Estava tudo perfeito, atendimento maravilhoso, ambiente acolhedor, café da tarde e café da manhã um capricho, brinde de boas vindas, cortesias, massagem relaxante, tudo de muito bom gosto. Não tenho palavras para agradecer a estadia."
out. de 2021,5,Estadia nota 10,"Excelente acomodação e demais dependências do hotel, além da atenção e gentileza dos funcionários, em especial Daniel e Jefferson.  Café da muito bom e a gentileza do chá da tarde. Com certeza recomendamos e voltaremos. Ótima localização"
out. de 2021,5,Excelente hotel,Tranquilidade. Atendimento. Agilidade. Café da manhã e chá da tarde (incluído na diária). Beleza do hotel e sua localização. Manobrista. Check-out lanche para viajem. Pensam nos mínimos detalhes para uma ótima hospedagem. Excelente!
out. de 2021,5,Sensacional!,"Hotel maravilhoso!  Fui com meu esposo e filho e não poderia ter escolhido hotel melhor! Funcionários atenciosos, simpáticos e prestativos. Os quartos são excelentes, camas super confortáveis e tudo super limpinho. Os finais de semana contam com um plus, pois tem música ao vivo o que torna o ambiente ainda mais agradável! O café da manhã é ótimo também, muitas variedades e reposição a toda hora. Gostaria de deixar um muito obrigada ao Pedro, funcionário do bar do hotel que além de preparar drinks incríveis, foi super atencioso e divertido.  Super recomendo! Voltaremos com toda a certeza!"
out. de 2021,5,Maravilhosa,"Eu e meu Marido fomos muito bem atendidos por todos os profissionais do hotel, a limpeza e organização impecáveis. O café da manhã perfeito, e o atendimento nota miil ! Ansiosa para voltar em Gramado e para o refugio da montanha que nos fez sentirmos em casa ♥️!"
out. de 2021,5,Acolhimento,"Ficamos positivamente surpresos com a recepção, a cordialidade de todos que nos atenderam e também com os inúmeros mimos que recebemos desde a chegada até a partida. Super recomendaremos!! Muito obrigado!"
out. de 2021,5,Excelente hotel,"Hotel maravilhoso. É muito limpo, bom atendimento, confortável e boa localização. Possui um café da manhã delicioso, com muitas variedades e tb conta com chá da tarde. A recepção é calorosa, inclusive com espumante, capuccino e café. A despedida também não poderia ser diferente, o hotel oferece maçãs e água para seguir viagem. Todos os cuidados do começo ao fim da hospedagem! Com certeza indicarei e voltarei ao hotel!"
